WHRS_cycle_output;CO2_red;EPC;WHRS_cycle_output;CO2_red;EPC
358,1014989811568;15,731712142431574;0,34804553170870894;418,3002110715767;14,168716500445772;0,2980231217990769
295,7853979428967;12,876870949856912;0,4215421411285779;333,9175945089622;11,953611872776804;0,37351205143500293
485,1380679866084;16,0910180045935;0,2568727913282884;470,36178773226226;16,67749154644355;0,2650590543843635
347,9531832312863;11,884374689360854;0,3582187337106199;287,46679010875613;12,821376052202023;0,43401005312468577
359,1188994286606;15,058909327392392;0,34701995643529965;382,8128356299594;13,101527897386575;0,3256162897818038
477,64852699434135;15,846125742031226;0,26091798455517334;398,4279758692223;17,885666412612114;0,3128533631711644
245,5589553494733;12,28601648241552;0,5081690331920208;258,06564145130744;11,897704428272533;0,4842184724754324
397,6916857000776;17,62597703718268;0,31434553224189044;533,926174852031;16,329044684911747;0,23337382344681215
413,5262868114507;16,730807170443047;0,3013933544774809;431,59005977688577;15,0005057428729;0,28878636875554475
413,6521632983122;14,11498192137794;0,3013128675923727;369,8570480856362;15,799298289246888;0,33707270584704274
332,07202338108;14,06736274741614;0,37545201548488466;384,4820668038167;12,776453850870135;0,32417606103162655
347,71426780236743;13,218632730705735;0,358452083561227;353,1737194855696;12,683560741531448;0,3529272958729476
301,32027009296473;11,65326420257782;0,4136796796542425;264,88885126416767;12,351080448159653;0,4709868326437295
251,09096772089754;12,665924471223663;0,49724011493507597;370,273192312972;12,059652029807658;0,3371032303753865
402,94411636353937;17,65312305308113;0,309533252652915;494,18348054146577;15,920059965475993;0,2521811757828812
413,23083458170646;13,560552568968202;0,3016534348212832;331,86383146399214;14,625437228288046;0,3757001315156616
246,06661197489979;12,445019343930529;0,507100794760213;300,30393218979503;11,74557646696175;0,4154108409396751
366,23690046184834;11,832890843360488;0,3406165736632985;247,8871224420242;12,479958502940741;0,5039826297772152
499,73948935154993;15,970398649337577;0,249586177195737;425,3234929174489;17,177747161905476;0,2931293766724218
453,7947364415565;16,792159419227094;0,27479950369134915;494,91892559877596;15,773053682764301;0,25181920213557507
320,9473037115842;11,790798185851653;0,38845595357868595;302,5155081733693;12,741798998099334;0,41200951881222003
417,79606058356933;14,769805721009263;0,2982730020875229;403,6563070790735;16,73390635820384;0,3087765582644232
348,584347373239;16,143345544384815;0,35827636337517305;471,96252761529007;15,116229540586826;0,26438196525836455
319,8775331391963;13,674134373102664;0,3897156899863257;360,2062011493188;12,33179730442135;0,3460286214739967
292,87148067278105;13,008030654783676;0,42600915212462304;377,3863956989171;12,269777470015576;0,3304590580492368
347,24702511521525;12,205133640267047;0,3589106067030176;326,89200465988444;13,718433797219976;0,3813296207661394
459,4002661026592;14,824448454668769;0,27139583323878286;344,04448403535156;15,860785809170627;0,36317552177232115
386,17811611847253;16,65581929922848;0,3227310766640681;424,02310039110324;14,562530233792618;0,29391751516292125
452,8218634026066;16,0233769878954;0,2752234893315708;456,7598851671982;15,621579100963986;0,27284670987370646
289,44628442147854;12,381644714097407;0,4309342057209643;301,28449065998797;12,112447745874396;0,41388916432971196
282,0861875240504;11,638035195698745;0,4423668799712279;239,92312933998448;12,34920969156754;0,5201915093612377
374,80159943360195;12,170678725540741;0,33259464873645034;299,0295867115337;13,052046136337996;0,41698771006473184
378,27777125832773;12,593085229843085;0,3294867027245814;329,93291368059954;13,90258266733148;0,3777737651950778
448,5449355267705;15,149635427757504;0,2778345281832662;392,46220346591156;17,267829243501755;0,3176371082503398
258,9670550531805;12,492083916480434;0,4819960624614041;329,31593798142325;11,774342429213428;0,37867789400486457
322,23928496360475;13,193451246368195;0,3868136102399103;329,46854941407497;12,566216190942015;0,3783395476612199
376,887813933083;12,80173134623139;0,3307077757345527;356,2164390104938;14,399515545935476;0,34986125127795487
382,3342991464736;13,717752945297114;0,32591733479018437;382,5651073414035;13,837847824350007;0,32576185189230616
394,1320402564095;16,411191063422347;0,31624728453229717;402,94335868640144;14,945608188252423;0,3092802304256078
326,66211039791744;11,63743253665559;0,3817489097186981;243,72671337239322;12,4180140294051;0,5121470311439928
320,5856184990968;14,809988478801923;0,3891892592081982;418,44196395332216;13,719047442944603;0,29802212600028816
272,7567360035092;11,92865793636835;0,4573290532657366;273,1872089214608;11,967987139756056;0,4564042131025912
320,2546296777934;11,623952770792078;0,3892659174450824;277,4357025914559;12,39276400678118;0,44931772387352675
519,4705718343561;16,09948505024807;0,24002011119301572;480,4178763929683;16,78084405843745;0,25961994785916276
475,84216628043504;16,90744645044832;0,26219185518817334;528,1809858191233;16,059957894531404;0,23597909515711118
453,6662755287422;15,20586011720533;0,274747572484762;425,25138814556806;16,721711575790703;0,29306981375098273
502,86559372070235;15,945956988937661;0,24802321579946776;376,4886008784264;17,285659449657327;0,33152110295244597
422,49041907458303;16,653253829722466;0,29498974736763883;462,24013171710305;15,200378075645292;0,26962407847592124
403,36534064859353;12,784486008116865;0,30936732558064867;282,5232491856845;13,469412861505555;0,4423077978189808
390,6501217544489;17,590678654340497;0,31914064076708276;459,9987087180911;15,341747085183819;0,2709276238519703
